project,metadata_feature,metadata_column,metadata_type,bacteria_name,correlation_coefficient,p_value,n_samples,p_value_fdr
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB1303,o__OFGB1303",0.30515423545678216,0.008660489811552057,73,0.6031732516166299
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB2918,o__OFGB2918",0.16299043524876147,0.16826875661927368,73,0.8929425805372807
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Bacteria_unclassified,c__Bacteria_unclassified,o__Bacteria_unclassified",0.3158532935394426,0.006486145961295714,73,0.5738551767911497
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Micrococcales",0.4141396625636397,0.0002701825017734955,73,0.1793261738728035
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB1473,o__OFGB1473",0.09679011999660679,0.4152916492587118,73,0.8929425805372807
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB2898,o__OFGB2898",0.09580206125797028,0.42009159466130036,73,0.8929425805372807
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB2915,o__OFGB2915",0.30128881393542184,0.009589998039050508,73,0.6253796837824228
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB1249,o__OFGB1249",0.10792435126044961,0.36342978734311754,73,0.8929425805372807
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Candidatus_Melainabacteria,c__CFGB2106,o__OFGB2106",0.0780577374465499,0.5115556919620826,73,0.9095572461577508
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB45628,o__OFGB45628",0.5260416814200898,1.7569451668056823e-06,73,0.0035485900006557766
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB3004,o__OFGB3004",0.15352013982628585,0.19472073371937268,73,0.8929425805372807
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB4806,o__OFGB4806",0.007928397554781497,0.9469223557053219,73,0.9975690834025093
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB2838,o__OFGB2838",-0.0315019909831183,0.7913382258999108,73,0.9526008036722031
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB2840,o__OFGB2840",-0.13478275843128545,0.2555779789382917,73,0.8929425805372807
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB1227,o__OFGB1227",0.34584614385222495,0.0027266974286063632,73,0.43194095148452566
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB9512,o__OFGB9512",0.04634041786484395,0.6970481361700697,73,0.9433487513507514
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB1211,o__OFGB1211",-0.14527412246996788,0.22007932541228725,73,0.8929425805372807
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Bacillota,c__Erysipelotrichia,o__Erysipelotrichales",-0.05295558365774429,0.6563516261402556,73,0.9377427372746447
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB9491,o__OFGB9491",0.3382687119942412,0.003421385625776662,73,0.49061446403545766
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB2959,o__OFGB2959",-0.02341306280903616,0.8441284053896673,73,0.9711924504618515
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Bifidobacteriales,f__Bifidobacteriaceae",0.1217565256707191,0.3048176217475045,73,0.8929425805372807
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Bacillota,c__Clostridia,o__Eubacteriales,f__Eubacteriales_incertae_sedis",0.08621036923519806,0.4683169082016947,73,0.8949927908180257
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae",0.21700960809014197,0.06515802540312722,73,0.820718394080873
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB1354,o__OFGB1354,f__FGB1354",0.044527567865580764,0.708357482133803,73,0.9433487513507514
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae",-0.3862501639989156,0.0007377137477511793,73,0.27428034733423107
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Akkermansiaceae",0.28055921836504677,0.01620667657423342,73,0.7041928975435245
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Clostridiaceae",0.1483424542894386,0.21038561198240363,73,0.8929425805372807
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB10477,o__OFGB10477,f__FGB10477",-0.016294025740844396,0.8911711585912511,73,0.9867807710585151
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB3054,o__OFGB3054,f__FGB3054",0.006701978230497528,0.9551235177693647,73,0.9981780879770644
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae",0.28559166354131404,0.014316422020479008,73,0.6797984787640996
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriales_unclassified",0.34846482186858685,0.002517743747966746,73,0.4132452949399776
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB3072,o__OFGB3072,f__FGB3072",0.16954788742987636,0.15156647264425652,73,0.8929425805372807
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB1765,o__OFGB1765,f__FGB1765",-0.059263621492380784,0.6184507392723737,73,0.9334999684013958
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae",-0.025191005311183262,0.8324575550926832,73,0.9665959741190497
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB9989,o__OFGB9989,f__FGB9989",0.11275006520057206,0.3422428782834534,73,0.8929425805372807
