SampleID,Unassigned,Bacteria,Bacteria;Actinobacteria,Bacteria;Bacteroidetes,Bacteria;Firmicutes,Bacteria;Proteobacteria
SRR25446173,31.685835058235412,65.3566350787412,0.0,0.005031379424335911,0.0,2.952498483599033
SRR25446175,39.69202432351883,60.30797567648117,0.0,0.0,0.0,0.0
SRR25446176,39.12402914512311,60.470592967007775,0.0,0.0,0.0,0.405377887869125
SRR25446177,25.697596868422075,74.17363661885184,0.0,0.008356876054433924,0.0,0.12040963667163242
SRR25446180,30.560295783941495,69.07010312091315,0.0,0.026129443401237296,0.001212745220868406,0.3422589065232491
SRR25446181,40.13447902301873,59.68618048954669,0.0,0.0181023238667269,0.0,0.16123816356786044
SRR25446182,34.11259851181736,60.135260935725874,0.0,0.0,0.0011926722247271825,5.750947880232036
SRR25446183,32.78557274937945,62.238288282531194,0.0,0.010025598053196496,0.0021714832464565337,4.963941886789713
SRR25446184,55.43564756276458,44.560085189226314,0.0,0.0,0.004267248009094724,0.0
SRR25446185,45.46445565052459,54.47188567910744,0.0,0.0,0.0011625908246918047,0.06249607954329186
SRR25446187,23.511341473827322,73.83989046588248,0.0,0.0,0.0,2.648768060290211
SRR25446188,51.28616383141278,48.41472072005061,0.0,0.0,0.0011198985865530967,0.29799554995006167
SRR25446189,9.837337979180441,90.12366847586671,0.0,0.007910119119007384,0.0,0.031083425833845914
SRR25446191,28.07220851384481,71.85809204463473,0.0,0.0,0.0010639992147824316,0.0686354423056836
